listing_id,raw_output
44," {
  ""TEIL 1"": {
    ""TÜV"": ""TÜV bis 10/25 (wenn nah dran)"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach, Allwetterreifen"",
    ""Garantie"": ""Keine"",
    ""Unfallfrei"": ""Unbekannt (es gibt keine versteckten Hinweise)"",
    ""Mängel"": ""Keine""
  },
  ""TEIL 2"": {
    ""DISTRONIC, ACC"": ""Abstandsregeltempomat"",
    ""MULTIBEAM, ILS"": ""Matrix-LED / MULTIBEAM"",
    ""4-Zonen, THERMOTRONIC, Klima hinten"": ""Klimaautomatik"",
    ""2-Zonen, THERMATIC"": ""Klimaautomatik"",
    ""Burmester 3D"": ""Burmester High-End 3D-Soundsystem"",
    ""Burmester (Standard)"": ""Burmester Surround-Soundsystem"",
    ""AMG Line"": ""AMG Line (ohne Night-Paket)"",
    ""Pano"": ""Panorama-Schiebedach""
  }
}"
45," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Keine"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4_Zonen_THERMOTRONIC_Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2_Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester_3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester"": ""Burmester Surround-Soundsystem"",
  ""AMG Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach""
}"
46," {
  ""tuv"": ""TÜV bis 10/25"",
  ""scheckheft"": ""lückenlos bei Mercedes"",
  ""bereifung"": ""8-fach, Allwetterreifen"",
  ""garantie"": ""24"",
  ""unfallfrei"": false,
  ""mangel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""distronic_acc"": true,
  ""multibeam_ils"": true,
  ""4zonen_thermotronic_klima_hinten"": true,
  ""2zonen_thermatic"": false,
  ""burmester_3d"": false,
  ""burmester"": true,
  ""amg_line"": {
    ""night_paket"": true
  },
  ""pano"": true,
  ""tuv_neu"": false,
  ""scheckheft_lueckenlos"": true,
  ""service_a_neu"": false,
  ""mwst"": 19
}"
47," {
  ""tuv"": ""TÜV bis 10/25"",
  ""service_book"": ""lückenlos bei Mercedes, Service A neu"",
  ""tyres"": {
    ""count"": ""8-fach"",
    ""type"": ""Allwetterreifen""
  },
  ""warranty"": ""24 Monate"",
  ""accident_free"": true,
  ""defects"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""equipment"": {
    ""distronic"": true,
    ""multibeam"": true,
    ""climate_4zonen_thermotronic"": true,
    ""climate_2zonen_thermatic"": false,
    ""burmester_3d"": false,
    ""burmester"": false,
    ""amg_line"": true,
    ""pano"": true,
    ""bang_olufsen"": true,
    ""comfortonline"": true,
    ""traffic_sign_recognition"": true,
    ""parking_assist_plus"": true,
    ""leder_exklusiv_nappa"": true,
    ""zierteile_klavierlack_schwarz_carbon"": true,
    ""lm_felgen_105x22_amg"": true,
    ""amg_driver's_package"": true,
    ""innenhimmel_designo_dinamica"": true,
    ""annehängerkupplung_kugelkopf_schwenkbar"": true,
    ""night_paket"": true,
    ""außenspiegel_schwarz_lackiert"": true,
    ""dachreling"": true,
    ""seitscheiben_hinten_und_heckscheibe_abgedunkelt"": true,
    ""panorama_schiebedach"": true,
    ""metallic_lackierung"": true,
    ""park_paket"": true,
    ""aktiver_park_assistent"": true,
    ""kamerasystem_360_grad"": true,
    ""bremssättel_rot_lackiert"": true,
    ""spiegel_paket"": true,
    ""außenspiegel_elektr_anklappbar"": true,
    ""außenspiegel_mit_umfeldleuchte"": true,
    ""außen-/innenspiegel_mit_abblendautomatik"": true,
    ""servoschliessung_für_türen"": true,
    ""diebstahlschutz_paket"": true,
    ""airbag_beifahrerseite_abschaltbar"": true,
    ""airbag_fahrer-/beifahrerseite"": true,
    ""amg_optic_styling_paket_1"": true,
    ""abs"": true,
    ""asr"": true,
    ""antriebsart"": ""Allradantrieb"",
    ""armaturentafel_in_ledernachbildung_artico"": true,
    ""elektron_stabilitäts_programm"": true,
    ""elektronisches_traktionssystem"": true,
    ""fahrassistenz_system_agility_select_dynamic_select"": true,
    ""fahrassistenz_system_aktiver_bremsassistent"": true,
    ""fahrassistenz_system_aktiver_park_assistent"": true,
    ""fahrassistenz_system_attention_assist"": true,
    ""fahrassistenz_system_berganfahrhilfe"": true,
    ""fahrassistenz_system_seitenwind_assistent"": true,
    ""fensterheber_elektrisch_vorn_+_hinten"": true,
    ""feststellbremse_elektrisch"": true,
    ""fußmatten_amg"": true,
    ""gepäcknetz_/tasche_an_vordersitzlehne"": true,
    ""gepäckraumabdeckung_/rollo"": true,
    ""getriebe_automatik_7_stufen"": true,
    ""handschuhfach_mit_kühlfunktion"": true,
    ""heckklappe_mit_automatischem_öffnungs- und schließsystem"": true,
    ""heckleuchten_led"": true,
    ""infotainment_system_mercedes_me_connect"": true,
    ""intelligent_light_system_led"": true,
    ""isofix_aufnahmen_für_kindersitz_an_rücksitz"": true,
    ""keyless_go_startanlage_und_zentralverriegelung"": true,
    ""kieferairbag_fahrerseite"": true,
    ""komfort-klimaautomatik_thermotronik_3-zonen"": true,
    ""kopf_airbag_system_windowbag"": true,
    ""koftlügelverbreiterung"": true,
    ""lenkrad_mit_multifunktion"": true,
    ""memory_paket"": true,
    ""mercedes-benz_notrufsystem"": true,
    ""mittlerarmlehne_hinten"": true,
    ""mittlerarmlehne_vorn_mit_fach"": true,
    ""motor_55_ltr._430_kw_v8_kat"": true,
    ""multikontursitze_vorn"": true,
    ""parameterlenkung"": true,
    ""pre_safe_system"": true,
    ""radstand"": ""3075 mm"",
    ""reifendruck_kontrollsystem"": true,
    ""rücksitzlehne_geteilt_/klappbar"": true,
    ""schadstoffarm_nach_abgasnorm_euro_6"": true,
    ""scheibenwaschanlage_beheizt"": true,
    ""scheibenwischer_mit_regensensor"": true,
    ""seitenairbag_vorn"": true,
    ""sitze_vorn_elektr_verstellbar"": true,
    ""sitzheizung_hinten"": true,
    ""sitzheizung_vorn"": true,
    ""sport_fahrwerk_amg"": true,
    ""sportsitze_vorn"": true,
    ""startstop_anlage"": true,
    ""steckdose_12v_anschluß"": true,
    ""trittbretter_seitlich_aluminium"": true,
    ""verbundsicherheitsglas_vsg_1.reihe"": true,
    ""wegfahrsperre"": true,
    ""wärmeschutzverglasung"": true,
    ""zentralverriegelung_mit_fernbedienung"": true,
    ""zentralverriegelung_mit_infrarot_/komfortbedienung"": true
}
}"
48," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach (Allwetterreifen)"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC"": true,
  ""MULTIBEAM"": true,
  ""4-Zonen_THERMOTRONIC"": true,
  ""2-Zonen_THERMATIC"": false,
  ""Burmester_3D"": false,
  ""Burmester_Standard"": false,
  ""AMG Line"": true,
  ""Pano"": true,
  ""Ausstattung"": [
    ""Abgedunkelte Scheiben"",
    ""Ambiente-Beleuchtung"",
    ""Elektr. Fensterheber"",
    ""Elektr. Seitenspiegel"",
    ""Elektr. Sitzeinstellung"",
    ""Elektr. Sitzeinstellung mit Memory-Funktion"",
    ""Elektr. Sitzeinstellung, hinten"",
    ""Innenspiegel autom. abblendend"",
    ""Lederlenkrad"",
    ""Lordosenstütze"",
    ""Massagesitze"",
    ""Panorama-Dach"",
    ""Sitzheizung"",
    ""Sitzheizung hinten"",
    ""Umklappbarer Beifahrersitz"",
    ""Zentralverriegelung"",
    ""Berganfahrassistent"",
    ""Bordcomputer"",
    ""Head-Up Display"",
    ""Multifunktionslenkrad"",
    ""Schaltwippen"",
    ""Servolenkung"",
    ""Android Auto"",
    ""Bluetooth"",
    ""Apple CarPlay"",
    ""Induktionsladen für Smartphones"",
    ""Navigationssystem"",
    ""Soundsystem"",
    ""Sprachsteuerung"",
    ""Touchscreen"",
    ""TV"",
    ""USB"",
    ""WLAN / Wifi Hotspot"",
    ""Sommerreifen"",
    ""Leichtmetallfelgen"",
    ""Dachreling"",
    ""Luftfederung"",
    ""Winterpaket""
  ]
}"
49," {
  ""TEIL 1"": {
    ""TÜV"": ""HU/AU neu"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach, Allwetterreifen"",
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  },
  ""TEIL 2"": {
    ""DISTRONIC"": true,
    ""ACC"": true,
    ""MULTIBEAM"": true,
    ""ILS"": true,
    ""4-Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima hinten"": true,
    ""2-Zonen"": false,
    ""THERMATIC"": false,
    ""Burmester 3D"": true,
    ""Burmester (Standard)"": false,
    ""AMG Line"": true,
    ""Pano"": true,
    ""Night-Paket"": true,
    ""Memory-Paket"": true,
    ""Fahrassistenz-Paket"": true,
    ""AIRMATIC Paket"": true,
    ""AMG Styling"": true,
    ""EASY-ENTRY-System elektrisch"": true,
    ""Park-Paket"": true,
    ""Spiegel-Paket"": true,
    ""Diebstahlschutz-Paket"": true,
    ""ASSISTENZSYSTEME"": true,
    ""Mercedes-Benz Notrufsystem"": true,
    ""EASY-PACK Laderaumabdeckung"": true,
    ""3. Sitzreihe"": true,
    ""Sidebags im Fond"": true,
    ""Kneebag"": true,
    ""LICHT & SICHT"": {
      ""LED Intelligent Light System"": true,
      ""Adaptives Bremslicht"": true
    },
    ""RÄDER"": {
      ""Reifendruckkontrolle"": true
    },
    ""TECHNIK & SICHERHEIT"": {
      ""MAGIC VISION CONTROL"": true,
      ""Fondgurt-Statusanzeige im Instrumenten-Display"": true,
      ""Automatische Beifahrerairbag-Abschaltung"": true,
      ""Außen- u. Innenspiegel autom. abblendbar"": true,
      ""KEYLESS-GO Start-Funktion"": true,
      ""Einbruch- und Diebstahlwarnanlage (EDW)"": true,
      "" Fußgängerschutz"": true
    },
    ""EXTERIEUR"": {
      ""EASY-PACK Heckklappe"": true,
      ""Radlaufverbreiterung"": true,
      "" Wegfall Typkennzeichen auf Kofferraumdeckel"": true,
      "" Anhängevorrichtung mit ESP Anhängerstabilisierung"": true,
      "" AMG Line Exterieur"": true,
      "" Wärmedämmend dunkel getöntes Glas"": true,
      "" Trittbretter beleuchtet in Aluminium-Optik mit Gumminoppen"": true,
      "" Seitenfenster hinten elektr. ausstellbar"": true,
      "" Umfeldbeleuchtung mit Projektion des Markenlogos"": true,
      "" Außenspiegel elektrisch anklappbar"": true
    },
    ""SONSTIGE AUSSTATTUNGEN"": {
      ""BAS PLUS"": true,
      "" Weitere Merkmale"": true,
      "" Kommunikationsmodul (UMTS) für die Nutzung von Mercedes me connect Diensten"": true,
      "" Digitales Extra: Vorrüstung für Live Traffic Information"": true,
      "" KEYLESS-GO"": true,
      "" PRE-SAFE PLUS"": true
    }
  }
}"
50," {
  ""TEIL 1"": {
    ""TÜV"": ""NEU"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Service A neu"": true,
    ""Bereifung"": ""8-fach. Winter und Sommer"",
    ""Allwetterreifen"": false,
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  },
  ""TEIL 2"": {
    ""DISTRONIC"": true,
    ""ACC"": true,
    ""MULTIBEAM"": true,
    ""ILS"": true,
    ""4-Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima hinten"": true,
    ""2-Zonen"": false,
    ""THERMATIC"": false,
    ""Burmester 3D"": false,
    ""Burmester (Standard)"": false,
    ""AMG Line"": true,
    ""Pano"": true,
    ""Panorama-Schiebedach"": true,
    ""Sitzheizung"": true,
    ""Sitzheizung hinten"": true,
    ""Zentralverriegelung"": true,
    ""Berganfahrassistent"": true,
    ""Bordcomputer"": true,
    ""Multifunktionslenkrad"": true,
    ""Schaltwippen"": true,
    ""Servolenkung"": true,
    ""Bluetooth"": true,
    ""CD-Spieler"": true,
    ""Freisprecheinrichtung"": true,
    ""Navigationssystem"": true,
    ""Soundsystem"": true,
    ""Sprachsteuerung"": true,
    ""USB"": true,
    ""EU Fahrzeug"": false,
    ""WLAN / Wifi Hotspot"": true,
    ""Geschwindigkeitsregulierung"": ""Abstandstempomat"",
    ""Anhängerkupplung"": true,
    ""Klimatisierung"": ""3-Zonen-Klimaautomatik"",
    ""Sicherheit"": {
      ""Alarmanlage"": true,
      ""ABS"": true,
      ""Abstandswarner"": true,
      ""Elektr. Wegfahrsperre"": true,
      ""ESP"": true,
      ""Fernlichtassistent"": true,
      ""Geschwindigkeitsbegrenzer"": true,
      ""Isofix"": true,
      ""Lichtsensor"": true,
      ""Müdigkeitswarner"": false,
      ""Notbremsassistent"": true,
      ""Notrufsystem"": true,
      ""Regensensor"": true,
      ""Reifendruckkontrolle"": true,
      ""Spurhalteassistent"": true,
      ""Start/Stopp-Automatik"": true,
      ""Totwinkel-Assistent"": true,
      ""Traktionskontrolle"": true,
      ""Verkehrszeichenerkennung"": true,
    },
    ""Airbags"": {
      ""Front-, Seiten- und weitere Airbags"": true
    },
    ""Tagfahrlicht (Art)"": ""LED-Tagfahrlicht"",
    ""Hauptscheinwerfer"": ""LED-Scheinwerfer"",
    ""Einparkhilfe"": {
      ""360°-Kamera"": true,
      ""Hinten"": true,
      ""Vorne"": false
    },
    ""Innenausstattung"": {
      ""Vollleder"": true,
      ""Farbe der Innenausstattung"": ""Schwarz""
    }
  }
}"
51," {
  ""TUV"": ""HU/AU neu bis 10/25"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach Allwetterreifen"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": true,
  ""MULTIBEAM_ILS"": true,
  ""4-Zonen_THERMOTRONIC_Klima hinten"": true,
  ""2-Zonen_THERMATIC"": false,
  ""Burmester_3D"": false,
  ""Burmester_Standard"": true,
  ""AMG Line"": true,
  ""Pano"": true,
  ""Klimaautomatik"": [""4-Zonen / THERMOTRONIC""],
  ""Fahrersitz rechts elektrisch verstellbar mit Memory"": true,
  ""Innen- und Außenspiegel automatisch abblendbar"": true,
  ""Kollisionswarner mit aktivem Bremseingriff FCW-Stop"": true,
  ""Memory-Paket (Fahrersitz, Lenksäule u. Spiegel)"": true,
  ""Lederlenkrad und Lederschalthebel"": true,
  ""Sonnenschutzrollo in Fondtür li. u. re."": true,
  ""Reifendruckkontrolle (RDK)"": true,
  ""Außenspiegel elektrisch anklappbar"": true,
  ""Universelle Kommunikationsschnittstelle (UCI)"": true,
  ""COMAND APS NTG5/NTG5.5"": true,
  ""Klimatisierungsautomatik 3 Zonen"": true,
  ""Ambientenbeleuchtung"": true,
  ""Logo-Projektion über Spiegel"": true,
  ""DVD-Wechsler"": true,
  ""Glas dunkel getönt"": true,
  ""EASY-ENTRY elektrisch"": true,
  ""Trittbrett in Aluminiumoptik mit Gumminoppen"": true,
  ""Seitenfenster elektr. ausstellbar"": true,
  ""Sitzheizung für Fahrer und Beifahrer"": true,
  ""Scheibenwaschanlage beheizt"": true,
  ""Automatische Rückwandtür"": true,
  ""Zierelemente - Holz Klavierlack schwarz"": true,
  ""Einpark-Paket"": true,
  ""Spiegel-Paket"": true,
  ""Night-Paket"": true,
  ""Memory Paket vorn"": true,
  ""Instrumententafel und Bordkante beledert (Kunstl. geprägt)"": true
}"
52," {
  ""TUV"": true,
  ""Scheckheft"": true,
  ""Bereifung"": ""8-fach"",
  ""Garantie"": 24,
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC"": true,
  ""MULTIBEAM"": true,
  ""4-Zonen_THERMOTRONIC"": true,
  ""2-Zonen_THERMATIC"": false,
  ""Burmester_3D"": true,
  ""Burmester_Standard"": false,
  ""AMG Line"": true,
  ""Pano"": true
}"
53," {
  ""TEIL 1"": {
    ""TÜV"": ""HU/AU neu"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach"",
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  },
  ""TEIL 2"": {
    ""DISTRONIC"": true,
    ""ACC"": true,
    ""MULTIBEAM"": true,
    ""ILS"": true,
    ""4-Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima hinten"": true,
    ""2-Zonen"": false,
    ""THERMATIC"": false,
    ""Burmester 3D"": true,
    ""Burmester (Standard)"": false,
    ""AMG Line"": true,
    ""Pano"": true,
  }
}"
54," {
  ""TUV"": ""TÜV bis 07/2026"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""Allwetterreifung"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": ""true"",
  ""Mängel"": ""Keine"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4_Zonen_THERMOTRONIC_Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2_Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester_3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester_Standard"": ""Burmester Surround-Soundsystem"",
  ""AMG Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach""
}"
55," {
  ""tuv"": ""HU/AU neu"",
  ""scheckheft"": ""lückenlos bei Mercedes"",
  ""bereifung"": ""8-fach"",
  ""garantie"": ""24 Monate"",
  ""unfallfrei"": true,
  ""mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""distanctonic_acc"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""multibeam_ils"": ""Matrix-LED / MULTIBEAM"",
  ""4_zonen_thermotronic_klima_hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2_zonen_thermatic"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""burmester_3d"": ""Burmester High-End 3D-Soundsystem"",
  ""burmester_standard"": ""Burmester Surround-Soundsystem"",
  ""amg_line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""pano"": ""Panorama-Schiebedach""
}"
56," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Service A neu"": true,
  ""Bereifung"": ""8-fach"",
  ""Allwetterreifen"": true,
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC"": true,
  ""ACC"": true,
  ""MULTIBEAM"": true,
  ""ILS"": true,
  ""4-Zonen"": true,
  ""THERMOTRONIC"": true,
  ""Klima hinten"": true,
  ""2-Zonen"": false,
  ""THERMATIC"": false,
  ""Burmester 3D"": false,
  ""Burmester (Standard)"": false,
  ""AMG Line"": true,
  ""Pano"": true,
  ""Panorama-Schiebedach"": true
}"
57," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC"": true,
  ""MULTIBEAM"": true,
  ""4-Zonen"": true,
  ""THERMOTRONIC"": true,
  ""Klima hinten"": true,
  ""Burmester 3D"": true,
  ""Burmester (Standard)"": true,
  ""AMG Line"": {
    ""Sportsitze vorn"": true,
    ""Edelstahlpedale Sportdesign"": true,
    ""Fußmatten AMG"": true,
    ""Lenkrad (Sport) mit Multifunktion"": true,
    ""Airbag Beifahrerseite abschaltbar"": true,
    ""Sitzbezug / Polsterung: Leder, 2-farbig"": true
  },
  ""Audio-Navigationssystem"": {
    ""Infotainment-System"": true,
    ""Remote Online"": true,
    ""Smartphone integriert"": true,
    ""Fahrassistenz-System"": [""Verkehrszeichenerkennung""]
  },
  ""Design- und Ausstattungslinie AMG Line"": [""Kotflügelverbreiterung Wagenfarbe"", ""Trittbretter seitlich""],
  ""Diebstahlschutz-Paket"": true,
  ""Fahrassistenz-Paket Plus"": {
    ""Außenspiegel mit aktivem Totwinkel-Assistent"": true,
    ""Fahrassistenz-System"": [""aktiver Spurhalteassistent"", ""Airbag Beifahrerseite abschaltbar"", ""Abstandsregeltempomat Distronic Plus mit Lenk-Assistent""]
  },
  ""Fahrassistenz-System"": [""aktiver Bremsassistent"", ""Auffahrwarnsystem mit Bremsfunktion (Collision Prevention Assist)""],
  ""Keyless-Go Startanlage und Zentralverriegelung"": true,
  ""LM-Felgen"": true,
  ""Park-Paket"": {
    ""Fahrassistenz-System"": [""aktiver Park-Assistent"", ""Kamerasystem 360 Grad""]
  },
  ""Spiegel-Paket"": [""Außenspiegel elektr. anklappbar""],
  ""Verbundsicherheitsglas VSG, 1.Reihe"": [""Seitenscheiben hinten"", ""Heckscheibe abgedunkelt""],
  ""Getriebe"": true,
  ""Technik"": {
    ""Allrad"": true,
    ""Bordcomputer"": true,
    ""Adaptives Daempfungssystem"": true,
    ""Partikelfilter"": true,
    ""Start-Stop-Automatik"": true,
    ""Luftfederung"": true
  },
  ""Assistenten"": {
    ""Totwinkel-Assistent"": true,
    ""Müdigkeitserkennung"": true,
    ""Verkehrszeichenerkennung"": true,
    ""Park-Lenk-Assistent"": true,
    ""Regensensor"": true,
    ""Fernlichtassistent"": true,
    ""Lichtsensor"": true,
    ""Notbremsassistent"": true,
    ""Berganfahrassistent"": true,
    ""Spurhalteassistent"": true,
    ""Spurwechselassistent"": true,
    ""Abstandsregeltempomat"": true,
    ""Abstands-/Kollisionswarner"": true
  },
  ""Komfort"": {
    ""Servolenkung"": true,
    ""Zentralverriegelung"": true,
    ""Elektrischer Fensterheber"": true,
    ""Lederausstattung"": true,
    ""Sitzheizung"": true,
    ""Elektrische Aussenspiegel"": true,
    ""Teilbare Ruecksitzlehne"": true,
    ""Tempomat"": true,
    ""Standheizung"": true,
    ""Multifunktionslenkrad"": true,
    ""Keyless Go Startfunktion"": true,
    ""Elektrische Sitze"": true,
    ""Innenspiegel autom. abblendbar"": true,
    ""Mittelarmlehne"": true,
    ""Lenksaeule einstellbar"": true,
    ""Sportsitze"": true,
    ""ParkDistanceControl vorne und hinten"": true,
    ""Elektrische Heckklappe"": true,
    ""Memory Sitze"": true,
    ""Ambientebeleuchtung"": true,
    ""Lederlenkrad"": true,
    ""Geschwindigkeitsbegrenzungsanlage"": true,
    ""Klimaautomatik-2-Zonen"": true,
    ""Funkfernbedienung"": true
  },
  ""Sicht"": {
    ""LED-Hauptscheinwerfer"": true,
    ""adaptives Kurvenlicht"": true,
    ""Blendfreies Fernlicht"": true,
    ""LED-Tagfahrlicht"": true,
    ""360 Grad Kamera"": true,
    ""LED-Rueckleuchten"": true,
    ""Nebelscheinwerfer"": true,
    ""Scheinwerferregulierung"": true,
    ""Colorverglasung"": true,
    ""Außenspiegel beheizbar"": true,
    ""Privacyverglasung"": true
  },
  ""Sicherheit"": {
    ""ABS"": true,
    ""Airbag"": true,
    ""Beifahrer-Airbag"": true,
    ""Wegfahrsperre"": true,
    ""Seitenairbags"": true,
    ""Alarmanlage"": true,
    ""Agility Select"": true,
    ""AIRMATIC"": true,
    ""Aktive Motorhaube"": true,
    ""aktiver Bremsassistent"": true,
    ""aktiver Park-Assistent"": true,
    ""aktiver Spurhalteassistent"": true,
    ""Armaturentafel Oberteil in Ledernachbildung Artico"": true,
    ""Attention-Assist"": true,
    ""Auffahrwarnsystem mit Bremsfunktion (Collision Prevention Assist)"": true,
    ""Außenspiegel Wagenfarbe"": true,
    ""Beifahrerairbag abschaltbar"": true,
    ""Berganfahrhilfe"": true,
    ""Blinkleuchte in Außenspiegel integriert"": true,
    ""Bremsassistent"": true,
    ""Chromfinnen Motorhaube"": true,
    ""Dachreling (Aluminium)"": true,
    ""Diebstahl-Warnanlage inkl. Innenraumabsicherung / Abschleppschutz"": true,
    ""Direktlenkung mit variabler Lenkkraft-Unterstützung"": true,
    ""Distronic Plus mit Lenk-Assistent"": true,
    ""Easy-Entry System elektr."": true,
    ""Elektron. Stabilitäts-Programm"": true,
    ""elektronisches Traktionssystem (ETS)"": true
  }
}"
